id,date_start,date_end,latitude,longitude,type_of_violence,best
557282,2024-11-30,2024-11-30,48.13165,37.2068,1,1
557283,2024-11-30,2024-11-30,47.86651,37.40701,1,24
557286,2024-11-30,2024-11-30,50.24665,36.50668,1,5
557293,2024-11-30,2024-11-30,47.874642,37.343497,1,5
557294,2024-11-30,2024-11-30,48.221848,37.198509,1,45
557297,2024-12-07,2024-12-07,48.14,37.74,1,2
557298,2024-12-07,2024-12-07,49.5,36.5,1,2
558434,2024-12-08,2024-12-08,48.14,37.74,1,2
558453,2024-12-09,2024-12-09,47.49629,34.41026,1,1
558464,2024-12-09,2024-12-09,48.14,37.74,1,2
558480,2024-12-10,2024-12-10,48.14,37.74,1,2
558481,2024-12-10,2024-12-10,49.5,36.5,1,2
558482,2024-12-10,2024-12-10,48.92,39.02,1,2
558488,2024-12-11,2024-12-11,48.14,37.74,1,2
558489,2024-12-11,2024-12-11,46.6406,32.61589,1,2
558490,2024-12-11,2024-12-11,49.5,36.5,1,2
558520,2024-12-13,2024-12-13,46.52973,32.52408,1,1
558531,2024-12-13,2024-12-13,48.92,39.02,1,2
558532,2024-12-13,2024-12-13,49.5,36.5,1,2
558541,2024-12-13,2024-12-13,48.14,37.74,1,2
558557,2024-12-13,2024-12-13,51.0,34.0,1,2
558587,2024-12-14,2024-12-14,48.14,37.74,1,2
558588,2024-12-14,2024-12-14,47.83972,35.14057,1,2
558589,2024-12-14,2024-12-14,49.5,36.5,1,2
558590,2024-12-14,2024-12-14,48.92,39.02,1,2
558591,2024-12-15,2024-12-15,48.3,38.05,1,1
559153,2024-12-16,2024-12-16,46.842916,33.432214,1,1
559154,2024-12-16,2024-12-16,47.904229,36.915331,1,2
559155,2024-12-16,2024-12-16,48.22541,37.26245,1,2
559164,2024-12-17,2024-12-17,48.045922,37.188833,1,2
559166,2024-12-17,2024-12-17,48.23399,37.11148,1,2
559201,2024-12-18,2024-12-18,48.21364,37.2219,1,2
559202,2024-12-18,2024-12-18,50.29078,36.94108,1,2
559220,2024-12-19,2024-12-19,48.30161,37.37398,1,2
559225,2024-12-20,2024-12-20,50.45,30.52333,1,1
559226,2024-12-20,2024-12-20,47.94687,37.27033,1,2
559227,2024-12-20,2024-12-20,48.21503,37.19076,1,2
559232,2024-12-21,2024-12-21,46.62436,32.30784,1,1
559250,2024-12-21,2024-12-21,48.238839,36.989419,1,1
559254,2024-12-21,2024-12-21,48.2688,37.31769,1,2
559256,2024-12-21,2024-12-21,50.29078,36.94108,1,1
559259,2024-12-21,2024-12-21,50.334151,36.184694,1,1
559270,2024-12-22,2024-12-22,47.702784,37.201793,1,4
559273,2024-12-22,2024-12-22,48.279112,37.177579,1,1
559276,2024-12-22,2024-12-22,48.32113,37.763277,1,1
559350,2024-12-23,2024-12-23,46.842916,33.432214,1,1
559351,2024-12-23,2024-12-23,47.991926,37.178497,1,2
559353,2024-12-23,2024-12-23,48.302288,37.516739,1,2
559359,2024-12-24,2024-12-24,48.30161,37.37398,1,2
559362,2024-12-24,2024-12-24,50.27387,36.31865,1,1
559364,2024-12-24,2024-12-24,50.29078,36.94108,1,1
559381,2024-12-25,2024-12-25,48.5,35.0,1,1
559382,2024-12-25,2024-12-25,48.302288,37.516739,1,2
559384,2024-12-26,2024-12-26,50.210912,36.15619,1,1
559386,2024-12-26,2024-12-26,50.272064,35.980068,1,1
559391,2024-12-26,2024-12-26,48.59348,37.85724,1,2
559395,2024-12-26,2024-12-26,48.04803,37.1401,1,2
559396,2024-12-26,2024-12-26,48.21207,37.17252,1,2
559409,2024-12-27,2024-12-27,48.20497,37.04212,1,2
559411,2024-12-27,2024-12-27,50.29078,36.94108,1,2
559416,2024-12-28,2024-12-28,48.23012,37.08063,1,1
559418,2024-12-28,2024-12-28,48.302288,37.516739,1,1
559424,2024-12-29,2024-12-29,47.987053,37.271787,1,2
559425,2024-12-29,2024-12-29,48.302288,37.516739,1,1
559426,2024-12-29,2024-12-29,48.22541,37.26245,1,1
559430,2024-12-30,2024-12-30,50.211378,36.726393,1,2
559431,2024-12-30,2024-12-30,48.30161,37.37398,1,2
559439,2024-12-31,2024-12-31,48.295873,37.270044,1,2
559446,2024-12-16,2024-12-16,49.706668,37.610816,1,2
559450,2024-12-17,2024-12-17,48.279112,37.177579,1,1
559460,2024-12-17,2024-12-17,46.625231,32.441369,1,1
559468,2024-12-17,2024-12-17,52.1786,32.58181,1,1
559477,2024-12-18,2024-12-18,46.63695,32.61458,1,1
559495,2024-12-18,2024-12-18,52.029229,32.9891,1,1
559499,2024-12-19,2024-12-19,49.69524,37.17513,1,3
559515,2024-12-20,2024-12-20,46.63695,32.61458,1,2
559523,2024-12-19,2024-12-19,48.14,37.74,1,2
559524,2024-12-19,2024-12-19,48.418828,37.761074,1,1
559525,2024-12-19,2024-12-19,48.871678,38.092445,1,1
559546,2024-12-20,2024-12-20,48.520114,37.704963,1,1
559548,2024-12-20,2024-12-20,46.67666,32.73061,1,1
559553,2024-12-21,2024-12-22,46.63695,32.61458,1,2
559555,2024-12-22,2024-12-22,46.842916,33.432214,1,1
559561,2024-12-23,2024-12-23,48.520114,37.704963,1,1
559564,2024-12-24,2024-12-24,46.63695,32.61458,1,1
559566,2024-12-24,2024-12-24,47.910483,33.391783,1,1
559567,2024-12-24,2024-12-24,48.238839,36.989419,1,1
559579,2024-12-25,2024-12-25,49.62059,37.70924,1,1
559589,2024-11-22,2024-11-22,47.94687,37.27033,1,5
559590,2024-11-23,2024-11-23,48.14,37.74,1,5
559592,2024-11-28,2024-11-28,47.941669,37.504218,1,7
559593,2024-11-30,2024-11-30,48.3534,37.83451,1,7
559594,2024-11-30,2024-11-30,47.9648,37.43602,1,14
559595,2024-11-30,2024-11-30,47.973271,37.3965,1,15
559596,2024-11-30,2024-11-30,48.24221,37.33707,1,5
559597,2024-11-30,2024-11-30,47.941669,37.504218,1,5
559598,2024-11-30,2024-11-30,48.243849,37.61202,1,16
559599,2024-11-30,2024-11-30,47.83972,35.14057,1,5
559600,2024-11-30,2024-11-30,47.94687,37.27033,1,10
559601,2024-11-30,2024-11-30,48.61038,37.85974,1,5
559607,2024-12-01,2024-12-01,47.904229,36.915331,1,10
559608,2024-12-01,2024-12-01,50.24803,36.81685,1,10
559609,2024-12-01,2024-12-01,50.27268,36.46987,1,5
559610,2024-12-01,2024-12-01,50.25661,36.42519,1,5
559611,2024-12-02,2024-12-02,48.221848,37.198509,1,1
559612,2024-12-26,2024-12-26,50.86293,35.27823,1,1
559613,2024-12-02,2024-12-02,48.3534,37.83451,1,12
559614,2024-12-02,2024-12-02,48.084002,37.317512,1,5
559615,2024-12-03,2024-12-03,48.66296,38.00205,1,1
559617,2024-12-26,2024-12-26,48.33171,37.3294,1,1
559619,2024-12-27,2024-12-27,50.8,34.4908,1,1
559620,2024-12-03,2024-12-03,48.13165,37.2068,1,6
559621,2024-12-03,2024-12-03,48.22541,37.26245,1,11
559622,2024-12-03,2024-12-03,47.857511,37.213685,1,7
559623,2024-12-03,2024-12-03,48.221848,37.198509,1,7
559624,2024-12-03,2024-12-03,48.13497,37.14024,1,12
559625,2024-12-03,2024-12-03,47.443545,35.835239,1,5
559626,2024-12-03,2024-12-03,47.895641,37.101002,1,2
559627,2024-12-03,2024-12-03,47.717091,37.573761,1,1
559628,2024-12-03,2024-12-03,48.178318,37.630405,1,4
559630,2024-12-03,2024-12-03,49.09226,37.96081,1,1
559631,2024-12-03,2024-12-03,47.83972,35.14057,1,6
559632,2024-12-04,2024-12-04,48.193729,37.541002,1,5
559633,2024-12-28,2024-12-28,48.25348,37.04913,1,1
559634,2024-12-28,2024-12-28,49.85019,37.68262,1,1
559635,2024-12-29,2024-12-29,46.78118,33.05749,1,1
559636,2024-12-29,2024-12-29,48.279112,37.177579,1,1
559638,2024-12-30,2024-12-30,49.63026,37.6775,1,1
559640,2024-12-31,2024-12-31,47.91801,37.22885,1,1
559644,2024-12-04,2024-12-04,47.86651,37.40701,1,5
559645,2024-12-04,2024-12-04,48.13497,37.14024,1,15
559646,2024-12-04,2024-12-04,49.5,36.5,1,5
559647,2024-12-04,2024-12-04,48.24221,37.33707,1,6
559648,2024-12-04,2024-12-04,48.221848,37.198509,1,13
559649,2024-12-04,2024-12-04,47.895641,37.101002,1,5
559650,2024-12-04,2024-12-04,47.89825,37.21653,1,7
559651,2024-12-04,2024-12-04,49.76293,37.69374,1,7
559652,2024-12-04,2024-12-04,49.720989,37.718728,1,14
559653,2024-12-04,2024-12-04,50.307818,37.014103,1,10
559655,2024-12-04,2024-12-04,49.00048,38.11234,1,1
559657,2024-12-05,2024-12-05,47.83972,35.14057,1,4
559660,2024-12-05,2024-12-05,47.89825,37.21653,1,5
559661,2024-12-05,2024-12-05,48.9549,38.135299,1,24
559662,2024-12-05,2024-12-05,48.221848,37.198509,1,1
559663,2024-12-05,2024-12-05,46.6406,32.61589,1,4
559664,2024-12-05,2024-12-05,48.268307,38.370347,1,1
559665,2024-12-06,2024-12-06,48.221848,37.198509,1,6
559666,2024-12-06,2024-12-06,47.473,35.371,1,2
559668,2024-12-06,2024-12-06,49.76293,37.69374,1,9
559671,2024-12-07,2024-12-07,47.9234,37.18429,1,11
559672,2024-12-07,2024-12-07,49.55902,37.71802,1,12
559674,2024-12-07,2024-12-07,48.221848,37.198509,1,1
559675,2024-12-08,2024-12-08,47.9234,37.18429,1,7
559676,2024-12-08,2024-12-08,47.786361,36.698694,1,21
559678,2024-12-08,2024-12-08,48.045922,37.188833,1,5
559680,2024-12-09,2024-12-09,48.268307,38.370347,1,1
559683,2024-12-10,2024-12-10,47.74485,36.59698,1,7
559685,2024-12-10,2024-12-10,47.86863,37.44512,1,5
559686,2024-12-11,2024-12-11,47.89825,37.21653,1,1
559689,2024-12-11,2024-12-11,48.676254,38.098621,1,1
559690,2024-12-11,2024-12-11,49.55902,37.71802,1,38
559692,2024-12-11,2024-12-11,50.24047,36.79312,1,20
559695,2024-12-12,2024-12-12,47.86651,37.40701,1,7
559696,2024-12-12,2024-12-12,48.92,39.02,1,1
559698,2024-12-12,2024-12-12,48.13497,37.14024,1,7
559699,2024-12-12,2024-12-12,47.91801,37.22885,1,7
559715,2024-12-29,2024-12-29,47.374589,35.508623,1,2
559806,2024-12-15,2024-12-15,49.5,36.5,1,2
559808,2024-12-15,2024-12-15,48.14,37.74,1,2
559809,2024-12-15,2024-12-15,46.6406,32.61589,1,2
559810,2024-12-15,2024-12-15,47.83972,35.14057,1,2
559811,2024-12-15,2024-12-15,51.0,34.0,1,2
559828,2024-12-16,2024-12-16,49.5,36.5,1,2
559838,2024-12-16,2024-12-16,48.92,39.02,1,2
559840,2024-12-16,2024-12-16,48.14,37.74,1,2
559843,2024-12-16,2024-12-16,46.6406,32.61589,1,2
559844,2024-12-16,2024-12-16,47.83972,35.14057,1,2
559850,2024-12-16,2024-12-16,51.0,34.0,1,2
559868,2024-12-17,2024-12-17,49.5,36.5,1,2
559873,2024-12-17,2024-12-17,48.14,37.74,1,2
559874,2024-12-17,2024-12-17,48.92,39.02,1,2
559876,2024-12-17,2024-12-17,47.83972,35.14057,1,2
559877,2024-12-17,2024-12-17,46.6406,32.61589,1,2
559880,2024-12-17,2024-12-17,51.0,34.0,1,2
559896,2024-12-18,2024-12-18,49.5,36.5,1,2
559897,2024-12-18,2024-12-18,48.92,39.02,1,2
559899,2024-12-18,2024-12-18,48.14,37.74,1,2
559900,2024-12-18,2024-12-18,46.6406,32.61589,1,2
559901,2024-12-18,2024-12-18,47.83972,35.14057,1,2
559906,2024-12-18,2024-12-18,51.0,34.0,1,2
559918,2024-12-19,2024-12-19,51.0,34.0,1,2
559921,2024-12-20,2024-12-20,49.5,36.5,1,2
559923,2024-12-20,2024-12-20,48.14,37.74,1,2
559925,2024-12-20,2024-12-20,48.92,39.02,1,2
559926,2024-12-20,2024-12-20,47.83972,35.14057,1,2
559927,2024-12-20,2024-12-20,46.6406,32.61589,1,2
559930,2024-12-20,2024-12-20,51.0,34.0,1,2
559936,2024-12-21,2024-12-21,49.5,36.5,1,2
559941,2024-12-21,2024-12-21,48.14,37.74,1,2
559945,2024-12-21,2024-12-21,47.83972,35.14057,1,2
559946,2024-12-21,2024-12-21,46.6406,32.61589,1,2
559948,2024-12-21,2024-12-21,51.0,34.0,1,2
560020,2024-12-22,2024-12-22,49.5,36.5,1,2
560022,2024-12-22,2024-12-22,48.92,39.02,1,2
560023,2024-12-22,2024-12-22,48.14,37.74,1,2
560024,2024-12-22,2024-12-22,47.83972,35.14057,1,2
560025,2024-12-22,2024-12-22,46.6406,32.61589,1,2
560026,2024-12-22,2024-12-22,51.0,34.0,1,2
560029,2024-12-23,2024-12-23,49.5,36.5,1,2
560031,2024-12-23,2024-12-23,48.14,37.74,1,2
560032,2024-12-23,2024-12-23,48.92,39.02,1,2
560033,2024-12-13,2024-12-13,48.21364,37.2219,1,1
560034,2024-12-14,2024-12-14,48.82722,38.359343,1,3
560035,2024-12-14,2024-12-14,48.80522,38.14652,1,14
560036,2024-12-14,2024-12-14,48.74412,38.15272,1,5
560037,2024-12-14,2024-12-14,48.221848,37.198509,1,5
560038,2024-12-14,2024-12-14,47.443545,35.835239,1,5
560039,2024-12-15,2024-12-15,48.221848,37.198509,1,2
560040,2024-12-23,2024-12-23,47.83972,35.14057,1,2
560041,2024-12-23,2024-12-23,46.6406,32.61589,1,2
560042,2024-12-23,2024-12-23,51.0,34.0,1,2
560045,2024-12-15,2024-12-15,49.8775,37.497109,1,2
560046,2024-12-15,2024-12-15,48.0,38.0,1,1
560047,2024-12-15,2024-12-15,48.53001,37.96052,1,14
560048,2024-12-15,2024-12-15,47.9234,37.18429,1,5
560050,2024-12-15,2024-12-15,47.88252,36.83894,1,5
560051,2024-12-16,2024-12-16,47.89825,37.21653,1,6
560052,2024-12-24,2024-12-24,49.5,36.5,1,2
560054,2024-12-24,2024-12-24,48.14,37.74,1,2
560055,2024-12-24,2024-12-24,47.83972,35.14057,1,2
560056,2024-12-16,2024-12-16,47.786361,36.698694,1,5
560057,2024-12-16,2024-12-16,48.80522,38.14652,1,6
560059,2024-12-16,2024-12-16,48.13165,37.2068,1,1
560060,2024-12-17,2024-12-17,47.857511,37.213685,1,11
560061,2024-12-24,2024-12-24,46.6406,32.61589,1,2
560063,2024-12-24,2024-12-24,51.0,34.0,1,2
560070,2024-12-25,2024-12-25,48.14,37.74,1,2
560071,2024-12-25,2024-12-25,49.5,36.5,1,2
560074,2024-12-25,2024-12-25,46.6406,32.61589,1,2
560075,2024-12-25,2024-12-25,47.83972,35.14057,1,2
560077,2024-12-25,2024-12-25,51.0,34.0,1,2
560097,2024-12-26,2024-12-26,51.0,34.0,1,2
560109,2024-12-17,2024-12-17,49.00048,38.11234,1,1
560110,2024-12-17,2024-12-17,48.14,37.74,1,1
560111,2024-12-17,2024-12-17,47.78031,37.25064,1,11
560115,2024-12-17,2024-12-17,49.56723,37.8322,1,1
560116,2024-12-18,2024-12-18,49.8775,37.497109,1,5
560123,2024-12-18,2024-12-18,47.839588,36.835952,1,1
560124,2024-12-18,2024-12-18,49.5,36.5,1,5
560125,2024-12-18,2024-12-18,49.00048,38.11234,1,6
560126,2024-12-18,2024-12-18,49.56723,37.8322,1,11
560127,2024-12-18,2024-12-18,49.5294,37.71496,1,1
560128,2024-12-18,2024-12-18,49.00548,38.1458,1,7
560130,2024-12-19,2024-12-19,49.56723,37.8322,1,6
560138,2024-12-20,2024-12-20,48.53001,37.96052,1,1
560142,2024-12-20,2024-12-20,49.720989,37.718728,1,16
560143,2024-12-20,2024-12-20,48.221848,37.198509,1,1
560144,2024-12-20,2024-12-20,48.18617,37.14607,1,1
560145,2024-12-20,2024-12-20,49.76293,37.69374,1,5
560147,2024-12-21,2024-12-21,49.041997,38.210206,1,1
560148,2024-12-21,2024-12-21,47.80011,36.79797,1,1
560149,2024-12-21,2024-12-21,48.116827,37.096788,1,6
560150,2024-12-21,2024-12-21,49.50461,37.71215,1,7
560151,2024-12-21,2024-12-21,47.965986,37.093066,1,5
560153,2024-12-22,2024-12-22,49.5294,37.71496,1,10
560170,2024-12-22,2024-12-22,49.8775,37.497109,1,5
560177,2024-12-23,2024-12-23,48.20135,37.33929,1,10
560178,2024-12-23,2024-12-23,48.221848,37.198509,1,7
560179,2024-12-23,2024-12-23,49.5,36.5,1,1
560180,2024-12-23,2024-12-23,48.14,37.74,1,5
560182,2024-12-23,2024-12-23,48.20135,37.33929,1,10
560183,2024-12-24,2024-12-24,47.904229,36.915331,1,5
560184,2024-12-24,2024-12-24,47.88252,36.83894,1,1
560185,2024-12-24,2024-12-24,49.478827,38.211317,1,5
560186,2024-12-26,2024-12-26,48.53001,37.96052,1,30
560194,2024-12-26,2024-12-26,49.8775,37.497109,1,1
560195,2024-12-26,2024-12-26,48.550335,37.962683,1,1
560196,2024-12-26,2024-12-26,48.999497,37.967459,1,5
560197,2024-12-26,2024-12-26,49.00048,38.11234,1,1
560199,2024-12-27,2024-12-27,48.13683,37.04094,1,6
560202,2024-12-27,2024-12-27,48.138834,37.085632,1,1
560203,2024-12-27,2024-12-27,48.221848,37.198509,1,1
560204,2024-12-28,2024-12-28,49.8775,37.497109,1,5
560205,2024-12-28,2024-12-28,48.13165,37.2068,1,5
560206,2024-12-28,2024-12-28,48.138834,37.085632,1,1
560207,2024-12-28,2024-12-28,47.91801,37.22885,1,7
560208,2024-12-29,2024-12-29,49.041997,38.210206,1,7
560211,2024-12-29,2024-12-29,47.941669,37.504218,1,6
560212,2024-12-29,2024-12-29,49.542452,37.893482,1,3
560213,2024-12-29,2024-12-29,48.20497,37.04212,1,5
560214,2024-12-29,2024-12-29,47.91591,37.45934,1,1
560216,2024-12-30,2024-12-30,48.14,37.74,1,7
560218,2024-12-30,2024-12-30,48.39489,37.79102,1,17
560219,2024-12-30,2024-12-30,47.9234,37.18429,1,7
560220,2024-12-31,2024-12-31,48.178318,37.630405,1,1
560221,2024-12-30,2024-12-30,47.965986,37.093066,1,13
560223,2024-12-30,2024-12-30,47.83972,35.14057,1,4
560224,2024-12-30,2024-12-30,48.676254,38.098621,1,2
560225,2024-12-31,2024-12-31,48.243849,37.61202,1,3
560226,2024-12-31,2024-12-31,48.221848,37.198509,1,30
560227,2024-12-31,2024-12-31,48.39489,37.79102,1,5
560228,2024-12-31,2024-12-31,48.592436,37.99993,1,1
560229,2024-12-31,2024-12-31,48.01274,37.25884,1,1
560230,2024-12-31,2024-12-31,48.268307,38.370347,1,7
560231,2024-12-31,2024-12-31,45.34757,32.4969,1,0
560234,2024-12-27,2024-12-27,48.14,37.74,1,2
560235,2024-12-27,2024-12-27,48.92,39.02,1,2
560236,2024-12-27,2024-12-27,49.5,36.5,1,2
560245,2024-12-27,2024-12-27,46.6406,32.61589,1,2
560247,2024-12-27,2024-12-27,51.0,34.0,1,2
560284,2024-12-01,2024-12-31,49.0,32.0,1,3883
560286,2024-12-01,2024-12-31,49.0,32.0,1,654
560291,2024-12-28,2024-12-28,49.5,36.5,1,2
560292,2024-12-28,2024-12-28,48.14,37.74,1,2
560293,2024-12-28,2024-12-28,47.83972,35.14057,1,2
560294,2024-12-28,2024-12-28,46.6406,32.61589,1,2
560296,2024-12-28,2024-12-28,51.0,34.0,1,2
560297,2024-12-29,2024-12-29,49.5,36.5,1,2
560299,2024-12-29,2024-12-29,48.92,39.02,1,2
560300,2024-12-29,2024-12-29,48.14,37.74,1,2
560302,2024-12-29,2024-12-29,46.6406,32.61589,1,2
560307,2024-12-29,2024-12-29,51.0,34.0,1,2
560311,2024-12-30,2024-12-30,48.14,37.74,1,2
560312,2024-12-30,2024-12-30,49.5,36.5,1,2
560314,2024-12-30,2024-12-30,46.6406,32.61589,1,2
560315,2024-12-30,2024-12-30,51.0,34.0,1,2
560324,2024-12-31,2024-12-31,49.5,36.5,1,2
560327,2024-12-31,2024-12-31,48.14,37.74,1,2
560328,2024-12-31,2024-12-31,46.6406,32.61589,1,2
560329,2024-12-31,2024-12-31,47.83972,35.14057,1,2
560330,2024-12-31,2024-12-31,51.0,34.0,1,2
560463,2024-12-03,2024-12-03,47.836609,37.651082,1,1
560482,2024-12-30,2024-12-30,46.618259,32.710731,1,1
560490,2024-12-06,2024-12-06,46.618259,32.710731,1,3
560849,2024-12-18,2024-12-18,46.750488,33.367315,1,1
560953,2024-12-26,2024-12-26,49.508475,37.937847,1,1
563967,2024-12-22,2024-12-22,49.50461,37.71215,1,1
563974,2024-12-24,2024-12-24,49.5,36.5,1,5
563983,2024-12-27,2024-12-27,50.29078,36.94108,1,7
563985,2024-12-27,2024-12-27,48.20135,37.33929,1,5
563991,2024-12-28,2024-12-28,49.56723,37.8322,1,1
563993,2024-12-31,2024-12-31,48.87686,38.27261,1,7
