event_date,event_type,sub_event_type,latitude,longitude,fatalities
2024-10-20,Explosions/Remote violence,Air/drone strike,47.8453,36.8353,0
2024-10-20,Explosions/Remote violence,Air/drone strike,50.4243,35.4799,0
2024-10-20,Strategic developments,Disrupted weapons use,49.2296,28.4659,0
2024-10-20,Explosions/Remote violence,Shelling/artillery/missile attack,51.1787,34.9206,0
2024-10-20,Explosions/Remote violence,Air/drone strike,51.243,34.4629,0
2024-10-20,Battles,Armed clash,48.3034,37.5167,37
2024-10-20,Explosions/Remote violence,Air/drone strike,51.139,34.9732,0
2024-10-20,Explosions/Remote violence,Air/drone strike,52.2935,32.56,0
2024-10-20,Explosions/Remote violence,Air/drone strike,51.9689,31.8367,0
2024-10-20,Strategic developments,Disrupted weapons use,50.2649,28.6767,0
2024-10-23,Explosions/Remote violence,Air/drone strike,49.2929,39.2121,0
2024-10-25,Explosions/Remote violence,Air/drone strike,51.2311,34.2763,0
2024-10-25,Explosions/Remote violence,Shelling/artillery/missile attack,48.5956,37.9999,0
2024-10-25,Explosions/Remote violence,Air/drone strike,51.1856,35.0877,0
2024-10-25,Explosions/Remote violence,Shelling/artillery/missile attack,46.8415,33.4284,0
2024-10-25,Explosions/Remote violence,Air/drone strike,51.1757,34.9765,0
2024-10-25,Explosions/Remote violence,Air/drone strike,51.7784,34.4138,0
